Tradable Stock # 200,000070.KS,000080.KS,000100.KS,000120.KS,000150.KS,000210.KS,000240.KS,000270.KS,000640.KS,000660.KS,000670.KS,000720.KS,000810.KS,000880.KS,000990.KS,001040.KS,001060.KS,001120.KS,001230.KS,001430.KS,001450.KS,001520.KS,001680.KS,001740.KS,001800.KS,002240.KS,002270.KS,002350.KS,002380.KS,002790.KS,002960.KS,003000.KS,003240.KS,003300.KS,003410.KS,003490.KS,003520.KS,003550.KS,003620.KS,003850.KS,003920.KS,004000.KS,004020.KS,004170.KS,004370.KS,004490.KS,004800.KS,004990.KS,005180.KS,005250.KS,005300.KS,005380.KS,005440.KS,005490.KS,005610.KS,005830.KS,005850.KS,005930.KS,005940.KS,006120.KS,006260.KS,006280.KS,006360.KS,006400.KS,006650.KS,006800.KS,006840.KS,007070.KS,007310.KS,007570.KS,008060.KS,008560.KS,008770.KS,008930.KS,009150.KS,009240.KS,009420.KS,009540.KS,009830.KS,010060.KS,010120.KS,010130.KS,010140.KS,010620.KS,010780.KS,010950.KS,011070.KS,011170.KS,011210.KS,011780.KS,011790.KS,012330.KS,012450.KS,012630.KS,012750.KS,014680.KS,014820.KS,014830.KS,015760.KS,016360.KS,017670.KS,017800.KS,018260.KS,018880.KS,019680.KS,020000.KS,020150.KS,021240.KS,023530.KS,024110.KS,025540.KS,025860.KS,026960.KS,027410.KS,028050.KS,028260.KS,028670.KS,029780.KS,030000.KS,030200.KS,032640.KS,032830.KS,033780.KS,033920.KS,034020.KS,034120.KS,034220.KS,034730.KS,035250.KS,035420.KS,035720.KS,036460.KS,036570.KS,036580.KS,042660.KS,042670.KS,047040.KS,047050.KS,047810.KS,049770.KS,051600.KS,051900.KS,051910.KS,052690.KS,055550.KS,057050.KS,060980.KS,064350.KS,064960.KS,066570.KS,068270.KS,069260.KS,069620.KS,069960.KS,071050.KS,071840.KS,073240.KS,078930.KS,079160.KS,079430.KS,079550.KS,086280.KS,086790.KS,088350.KS,090430.KS,093050.KS,093370.KS,096760.KS,096770.KS,097230.KS,097950.KS,103140.KS,105560.KS,105630.KS,108670.KS,111770.KS,114090.KS,115390.KS,120110.KS,128940.KS,138930.KS,139480.KS,145990.KS,161390.KS,161890.KS,170900.KS,185750.KS,192400.KS,192820.KS,204320.KS,207940.KS,214320.KS,241560.KS,251270.KS,267250.KS,271560.KS,282330.KS,285130.KS,294870.KS,298040.KS
Generation # 1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,| Fittest Chromosome Fitness,-0.3703846748787219
"[-3.631433937095839, -4.169499798722707, -4.202706548073964, -4.2974821425375636, -4.75084397079236, -4.754067488125353, -4.97354667411513, -5.284331263970005, -5.546866114103067, -5.546870239124078, -5.648441289333619, -5.786711887252553]"
"[-3.631433937095839, -4.169499798722707, -4.202706548073964, -4.2974821425375636, -4.75084397079236, -4.754067488125353, -4.97354667411513, -5.284331263970005, -5.546866114103067, -5.546870239124078, -5.648441289333619, -5.786711887252553]","[-6.718805191644085, -6.736827853373748, -6.762959560003106, -6.784548331642806, -6.800601702347131, -6.859464346638321, -7.005678104966888, -7.105387265699607, -7.106969007606613, -7.163384501828302, -7.307392997608751, -7.377901224210158]"
"[-3.631433937095839, -4.169499798722707, -4.202706548073964, -4.2974821425375636, -4.75084397079236, -4.754067488125353, -4.97354667411513, -5.284331263970005, -5.546866114103067, -5.546870239124078, -5.648441289333619, -5.786711887252553]","[-6.718805191644085, -6.736827853373748, -6.762959560003106, -6.784548331642806, -6.800601702347131, -6.859464346638321, -7.005678104966888, -7.105387265699607, -7.106969007606613, -7.163384501828302, -7.307392997608751, -7.377901224210158]","[-5.819319717968573, -5.84596607999912, -6.056043277212097, -6.101785233068385, -6.187940740497573, -6.239263145399598, -6.285490607798235, -6.29426451927175, -6.31880934491533, -6.330259654368579, -6.450370354537847, -6.639679380631463]"
"[-3.631433937095839, -4.169499798722707, -4.202706548073964, -4.2974821425375636, -4.75084397079236, -4.754067488125353, -4.97354667411513, -5.284331263970005, -5.546866114103067, -5.546870239124078, -5.648441289333619, -5.786711887252553]","[-6.718805191644085, -6.736827853373748, -6.762959560003106, -6.784548331642806, -6.800601702347131, -6.859464346638321, -7.005678104966888, -7.105387265699607, -7.106969007606613, -7.163384501828302, -7.307392997608751, -7.377901224210158]","[-5.819319717968573, -5.84596607999912, -6.056043277212097, -6.101785233068385, -6.187940740497573, -6.239263145399598, -6.285490607798235, -6.29426451927175, -6.31880934491533, -6.330259654368579, -6.450370354537847, -6.639679380631463]","[-12.018595187270737, -12.264227692970483, -13.295823172784612, -13.38759761213341, -13.603105854817436, -14.036511284815214, -14.094611941626367, -14.512507917467666, -15.049520949113212, -15.431588544970158, -15.43565923012663, -16.710417867662343]"
"[-3.631433937095839, -4.169499798722707, -4.202706548073964, -4.2974821425375636, -4.75084397079236, -4.754067488125353, -4.97354667411513, -5.284331263970005, -5.546866114103067, -5.546870239124078, -5.648441289333619, -5.786711887252553]","[-6.718805191644085, -6.736827853373748, -6.762959560003106, -6.784548331642806, -6.800601702347131, -6.859464346638321, -7.005678104966888, -7.105387265699607, -7.106969007606613, -7.163384501828302, -7.307392997608751, -7.377901224210158]","[-5.819319717968573, -5.84596607999912, -6.056043277212097, -6.101785233068385, -6.187940740497573, -6.239263145399598, -6.285490607798235, -6.29426451927175, -6.31880934491533, -6.330259654368579, -6.450370354537847, -6.639679380631463]","[-12.018595187270737, -12.264227692970483, -13.295823172784612, -13.38759761213341, -13.603105854817436, -14.036511284815214, -14.094611941626367, -14.512507917467666, -15.049520949113212, -15.431588544970158, -15.43565923012663, -16.710417867662343]","[-0.3703846748787219, -0.6277567070258971, -1.0386057300974454, -1.7722603450256562, -2.030834212188393, -2.397205867822078, -2.471684123035096, -2.9333351823469944, -3.0605006213602564, -3.159482509206575, -3.391619755155898, -3.4031887475214013]"
"[-3.631433937095839, -4.169499798722707, -4.202706548073964, -4.2974821425375636, -4.75084397079236, -4.754067488125353, -4.97354667411513, -5.284331263970005, -5.546866114103067, -5.546870239124078, -5.648441289333619, -5.786711887252553]","[-6.718805191644085, -6.736827853373748, -6.762959560003106, -6.784548331642806, -6.800601702347131, -6.859464346638321, -7.005678104966888, -7.105387265699607, -7.106969007606613, -7.163384501828302, -7.307392997608751, -7.377901224210158]","[-5.819319717968573, -5.84596607999912, -6.056043277212097, -6.101785233068385, -6.187940740497573, -6.239263145399598, -6.285490607798235, -6.29426451927175, -6.31880934491533, -6.330259654368579, -6.450370354537847, -6.639679380631463]","[-12.018595187270737, -12.264227692970483, -13.295823172784612, -13.38759761213341, -13.603105854817436, -14.036511284815214, -14.094611941626367, -14.512507917467666, -15.049520949113212, -15.431588544970158, -15.43565923012663, -16.710417867662343]","[-0.3703846748787219, -0.6277567070258971, -1.0386057300974454, -1.7722603450256562, -2.030834212188393, -2.397205867822078, -2.471684123035096, -2.9333351823469944, -3.0605006213602564, -3.159482509206575, -3.391619755155898, -3.4031887475214013]","[-7.600184049138413, -7.653421539499483, -7.750251241046025, -7.936715539179602, -7.9499666560438245, -8.05096825409423, -8.102232113180937, -8.245980670834662, -8.263821659471384, -8.32478550449131, -8.365183088774696, -8.431574887467395]"
"[-3.631433937095839, -4.169499798722707, -4.202706548073964, -4.2974821425375636, -4.75084397079236, -4.754067488125353, -4.97354667411513, -5.284331263970005, -5.546866114103067, -5.546870239124078, -5.648441289333619, -5.786711887252553]","[-6.718805191644085, -6.736827853373748, -6.762959560003106, -6.784548331642806, -6.800601702347131, -6.859464346638321, -7.005678104966888, -7.105387265699607, -7.106969007606613, -7.163384501828302, -7.307392997608751, -7.377901224210158]","[-5.819319717968573, -5.84596607999912, -6.056043277212097, -6.101785233068385, -6.187940740497573, -6.239263145399598, -6.285490607798235, -6.29426451927175, -6.31880934491533, -6.330259654368579, -6.450370354537847, -6.639679380631463]","[-12.018595187270737, -12.264227692970483, -13.295823172784612, -13.38759761213341, -13.603105854817436, -14.036511284815214, -14.094611941626367, -14.512507917467666, -15.049520949113212, -15.431588544970158, -15.43565923012663, -16.710417867662343]","[-0.3703846748787219, -0.6277567070258971, -1.0386057300974454, -1.7722603450256562, -2.030834212188393, -2.397205867822078, -2.471684123035096, -2.9333351823469944, -3.0605006213602564, -3.159482509206575, -3.391619755155898, -3.4031887475214013]","[-7.600184049138413, -7.653421539499483, -7.750251241046025, -7.936715539179602, -7.9499666560438245, -8.05096825409423, -8.102232113180937, -8.245980670834662, -8.263821659471384, -8.32478550449131, -8.365183088774696, -8.431574887467395]","[-8.487141151186748, -8.573435152103855, -8.617934333640655, -8.670772793584977, -8.794110652617755, -8.81396903687636, -8.922849121174528, -8.98030337818953, -9.285846319957194, -9.504678139476818, -10.006264305061825, -10.088355961339246]"
"[-3.631433937095839, -4.169499798722707, -4.202706548073964, -4.2974821425375636, -4.75084397079236, -4.754067488125353, -4.97354667411513, -5.284331263970005, -5.546866114103067, -5.546870239124078, -5.648441289333619, -5.786711887252553]","[-6.718805191644085, -6.736827853373748, -6.762959560003106, -6.784548331642806, -6.800601702347131, -6.859464346638321, -7.005678104966888, -7.105387265699607, -7.106969007606613, -7.163384501828302, -7.307392997608751, -7.377901224210158]","[-5.819319717968573, -5.84596607999912, -6.056043277212097, -6.101785233068385, -6.187940740497573, -6.239263145399598, -6.285490607798235, -6.29426451927175, -6.31880934491533, -6.330259654368579, -6.450370354537847, -6.639679380631463]","[-12.018595187270737, -12.264227692970483, -13.295823172784612, -13.38759761213341, -13.603105854817436, -14.036511284815214, -14.094611941626367, -14.512507917467666, -15.049520949113212, -15.431588544970158, -15.43565923012663, -16.710417867662343]","[-0.3703846748787219, -0.6277567070258971, -1.0386057300974454, -1.7722603450256562, -2.030834212188393, -2.397205867822078, -2.471684123035096, -2.9333351823469944, -3.0605006213602564, -3.159482509206575, -3.391619755155898, -3.4031887475214013]","[-7.600184049138413, -7.653421539499483, -7.750251241046025, -7.936715539179602, -7.9499666560438245, -8.05096825409423, -8.102232113180937, -8.245980670834662, -8.263821659471384, -8.32478550449131, -8.365183088774696, -8.431574887467395]","[-8.487141151186748, -8.573435152103855, -8.617934333640655, -8.670772793584977, -8.794110652617755, -8.81396903687636, -8.922849121174528, -8.98030337818953, -9.285846319957194, -9.504678139476818, -10.006264305061825, -10.088355961339246]","[-10.103544739804827, -10.1131187460455, -10.24701405120189, -10.266574056463055, -10.396518311575404, -10.727675103261744, -10.928026329983972, -11.058058694325146, -11.481757755412021, -11.5794014570835, -11.800750691697848, -11.989426364345132]"
