Tradable Stock # 200,000070.KS,000080.KS,000100.KS,000120.KS,000150.KS,000210.KS,000240.KS,000270.KS,000640.KS,000660.KS,000670.KS,000720.KS,000810.KS,000880.KS,000990.KS,001040.KS,001060.KS,001120.KS,001230.KS,001430.KS,001450.KS,001520.KS,001680.KS,001740.KS,001800.KS,002240.KS,002270.KS,002350.KS,002380.KS,002790.KS,002960.KS,003000.KS,003240.KS,003300.KS,003410.KS,003490.KS,003520.KS,003550.KS,003620.KS,003850.KS,003920.KS,004000.KS,004020.KS,004170.KS,004370.KS,004490.KS,004800.KS,004990.KS,005180.KS,005250.KS,005300.KS,005380.KS,005440.KS,005490.KS,005610.KS,005830.KS,005850.KS,005930.KS,005940.KS,006120.KS,006260.KS,006280.KS,006360.KS,006400.KS,006650.KS,006800.KS,006840.KS,007070.KS,007310.KS,007570.KS,008060.KS,008560.KS,008770.KS,008930.KS,009150.KS,009240.KS,009420.KS,009540.KS,009830.KS,010060.KS,010120.KS,010130.KS,010140.KS,010620.KS,010780.KS,010950.KS,011070.KS,011170.KS,011210.KS,011780.KS,011790.KS,012330.KS,012450.KS,012630.KS,012750.KS,014680.KS,014820.KS,014830.KS,015760.KS,016360.KS,017670.KS,017800.KS,018260.KS,018880.KS,019680.KS,020000.KS,020150.KS,021240.KS,023530.KS,024110.KS,025540.KS,025860.KS,026960.KS,027410.KS,028050.KS,028260.KS,028670.KS,029780.KS,030000.KS,030200.KS,032640.KS,032830.KS,033780.KS,033920.KS,034020.KS,034120.KS,034220.KS,034730.KS,035250.KS,035420.KS,035720.KS,036460.KS,036570.KS,036580.KS,042660.KS,042670.KS,047040.KS,047050.KS,047810.KS,049770.KS,051600.KS,051900.KS,051910.KS,052690.KS,055550.KS,057050.KS,060980.KS,064350.KS,064960.KS,066570.KS,068270.KS,069260.KS,069620.KS,069960.KS,071050.KS,071840.KS,073240.KS,078930.KS,079160.KS,079430.KS,079550.KS,086280.KS,086790.KS,088350.KS,090430.KS,093050.KS,093370.KS,096760.KS,096770.KS,097230.KS,097950.KS,103140.KS,105560.KS,105630.KS,108670.KS,111770.KS,114090.KS,115390.KS,120110.KS,128940.KS,138930.KS,139480.KS,145990.KS,161390.KS,161890.KS,170900.KS,185750.KS,192400.KS,192820.KS,204320.KS,207940.KS,214320.KS,241560.KS,251270.KS,267250.KS,271560.KS,282330.KS,285130.KS,294870.KS,298040.KS
Generation # 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,| Fittest Chromosome Fitness,-0.1045518746236693
"[-0.1045518746236693, -1.2260619162571849, -2.140208294484773, -2.780419749093391, -2.840404563328701, -3.0414318726708287, -3.2335820934991086, -3.4668812408050087, -3.561748461208807, -3.5804864331278385, -3.617973972061352, -3.7557070018193457]"
"[-0.1045518746236693, -1.2260619162571849, -2.140208294484773, -2.780419749093391, -2.840404563328701, -3.0414318726708287, -3.2335820934991086, -3.4668812408050087, -3.561748461208807, -3.5804864331278385, -3.617973972061352, -3.7557070018193457]","[-3.785211449576042, -3.876136952780736, -3.913739776096766, -4.25870802555338, -4.475972138085416, -4.693297010238188, -4.807406549167836, -4.900521032387252, -4.914645542142913, -5.0598917858798895, -5.217103234732857, -5.25157372738347]"
"[-0.1045518746236693, -1.2260619162571849, -2.140208294484773, -2.780419749093391, -2.840404563328701, -3.0414318726708287, -3.2335820934991086, -3.4668812408050087, -3.561748461208807, -3.5804864331278385, -3.617973972061352, -3.7557070018193457]","[-3.785211449576042, -3.876136952780736, -3.913739776096766, -4.25870802555338, -4.475972138085416, -4.693297010238188, -4.807406549167836, -4.900521032387252, -4.914645542142913, -5.0598917858798895, -5.217103234732857, -5.25157372738347]","[-5.297898654051954, -5.376454668384994, -5.4666663943643385, -5.540472286292944, -5.5636622926486545, -5.8128104919375465, -5.910413728941019, -5.925200343682458, -6.004221142910744, -6.237170334978038, -6.324324513480829, -6.326079852213575]"
"[-0.1045518746236693, -1.2260619162571849, -2.140208294484773, -2.780419749093391, -2.840404563328701, -3.0414318726708287, -3.2335820934991086, -3.4668812408050087, -3.561748461208807, -3.5804864331278385, -3.617973972061352, -3.7557070018193457]","[-3.785211449576042, -3.876136952780736, -3.913739776096766, -4.25870802555338, -4.475972138085416, -4.693297010238188, -4.807406549167836, -4.900521032387252, -4.914645542142913, -5.0598917858798895, -5.217103234732857, -5.25157372738347]","[-5.297898654051954, -5.376454668384994, -5.4666663943643385, -5.540472286292944, -5.5636622926486545, -5.8128104919375465, -5.910413728941019, -5.925200343682458, -6.004221142910744, -6.237170334978038, -6.324324513480829, -6.326079852213575]","[-6.423981667770231, -6.4963150580626845, -6.500416176837022, -6.611710690133091, -6.636912805569456, -7.1057712711278365, -7.239989716496832, -7.318223346300496, -7.429170789535433, -7.437125132224627, -7.441243109703209, -7.443082671421671]"
"[-0.1045518746236693, -1.2260619162571849, -2.140208294484773, -2.780419749093391, -2.840404563328701, -3.0414318726708287, -3.2335820934991086, -3.4668812408050087, -3.561748461208807, -3.5804864331278385, -3.617973972061352, -3.7557070018193457]","[-3.785211449576042, -3.876136952780736, -3.913739776096766, -4.25870802555338, -4.475972138085416, -4.693297010238188, -4.807406549167836, -4.900521032387252, -4.914645542142913, -5.0598917858798895, -5.217103234732857, -5.25157372738347]","[-5.297898654051954, -5.376454668384994, -5.4666663943643385, -5.540472286292944, -5.5636622926486545, -5.8128104919375465, -5.910413728941019, -5.925200343682458, -6.004221142910744, -6.237170334978038, -6.324324513480829, -6.326079852213575]","[-6.423981667770231, -6.4963150580626845, -6.500416176837022, -6.611710690133091, -6.636912805569456, -7.1057712711278365, -7.239989716496832, -7.318223346300496, -7.429170789535433, -7.437125132224627, -7.441243109703209, -7.443082671421671]","[-7.550329134251253, -7.5740169391871355, -7.763285571400903, -7.828755165584964, -8.419308367542271, -8.47169287696137, -8.657234457829066, -8.705238397741196, -8.710648934868532, -8.770463921209387, -8.847094873984123, -8.98251296858284]"
"[-0.1045518746236693, -1.2260619162571849, -2.140208294484773, -2.780419749093391, -2.840404563328701, -3.0414318726708287, -3.2335820934991086, -3.4668812408050087, -3.561748461208807, -3.5804864331278385, -3.617973972061352, -3.7557070018193457]","[-3.785211449576042, -3.876136952780736, -3.913739776096766, -4.25870802555338, -4.475972138085416, -4.693297010238188, -4.807406549167836, -4.900521032387252, -4.914645542142913, -5.0598917858798895, -5.217103234732857, -5.25157372738347]","[-5.297898654051954, -5.376454668384994, -5.4666663943643385, -5.540472286292944, -5.5636622926486545, -5.8128104919375465, -5.910413728941019, -5.925200343682458, -6.004221142910744, -6.237170334978038, -6.324324513480829, -6.326079852213575]","[-6.423981667770231, -6.4963150580626845, -6.500416176837022, -6.611710690133091, -6.636912805569456, -7.1057712711278365, -7.239989716496832, -7.318223346300496, -7.429170789535433, -7.437125132224627, -7.441243109703209, -7.443082671421671]","[-7.550329134251253, -7.5740169391871355, -7.763285571400903, -7.828755165584964, -8.419308367542271, -8.47169287696137, -8.657234457829066, -8.705238397741196, -8.710648934868532, -8.770463921209387, -8.847094873984123, -8.98251296858284]","[-9.03355201399866, -9.201355196020174, -9.545362693790873, -9.561345256751105, -9.617968670133637, -9.816191324209553, -9.838568154437839, -10.16977164512555, -10.183362414187785, -10.344032588337274, -10.418144761323076, -10.463303924554943]"
"[-0.1045518746236693, -1.2260619162571849, -2.140208294484773, -2.780419749093391, -2.840404563328701, -3.0414318726708287, -3.2335820934991086, -3.4668812408050087, -3.561748461208807, -3.5804864331278385, -3.617973972061352, -3.7557070018193457]","[-3.785211449576042, -3.876136952780736, -3.913739776096766, -4.25870802555338, -4.475972138085416, -4.693297010238188, -4.807406549167836, -4.900521032387252, -4.914645542142913, -5.0598917858798895, -5.217103234732857, -5.25157372738347]","[-5.297898654051954, -5.376454668384994, -5.4666663943643385, -5.540472286292944, -5.5636622926486545, -5.8128104919375465, -5.910413728941019, -5.925200343682458, -6.004221142910744, -6.237170334978038, -6.324324513480829, -6.326079852213575]","[-6.423981667770231, -6.4963150580626845, -6.500416176837022, -6.611710690133091, -6.636912805569456, -7.1057712711278365, -7.239989716496832, -7.318223346300496, -7.429170789535433, -7.437125132224627, -7.441243109703209, -7.443082671421671]","[-7.550329134251253, -7.5740169391871355, -7.763285571400903, -7.828755165584964, -8.419308367542271, -8.47169287696137, -8.657234457829066, -8.705238397741196, -8.710648934868532, -8.770463921209387, -8.847094873984123, -8.98251296858284]","[-9.03355201399866, -9.201355196020174, -9.545362693790873, -9.561345256751105, -9.617968670133637, -9.816191324209553, -9.838568154437839, -10.16977164512555, -10.183362414187785, -10.344032588337274, -10.418144761323076, -10.463303924554943]","[-10.908322318174571, -11.231872816796837, -11.30347827420518, -11.43386803948524, -11.56186314625883, -11.562192587402928, -11.773337377833778, -11.841760829015197, -11.883982543104816, -12.033316491068282, -12.090056989114451, -12.229149220266832]"
"[-0.1045518746236693, -1.2260619162571849, -2.140208294484773, -2.780419749093391, -2.840404563328701, -3.0414318726708287, -3.2335820934991086, -3.4668812408050087, -3.561748461208807, -3.5804864331278385, -3.617973972061352, -3.7557070018193457]","[-3.785211449576042, -3.876136952780736, -3.913739776096766, -4.25870802555338, -4.475972138085416, -4.693297010238188, -4.807406549167836, -4.900521032387252, -4.914645542142913, -5.0598917858798895, -5.217103234732857, -5.25157372738347]","[-5.297898654051954, -5.376454668384994, -5.4666663943643385, -5.540472286292944, -5.5636622926486545, -5.8128104919375465, -5.910413728941019, -5.925200343682458, -6.004221142910744, -6.237170334978038, -6.324324513480829, -6.326079852213575]","[-6.423981667770231, -6.4963150580626845, -6.500416176837022, -6.611710690133091, -6.636912805569456, -7.1057712711278365, -7.239989716496832, -7.318223346300496, -7.429170789535433, -7.437125132224627, -7.441243109703209, -7.443082671421671]","[-7.550329134251253, -7.5740169391871355, -7.763285571400903, -7.828755165584964, -8.419308367542271, -8.47169287696137, -8.657234457829066, -8.705238397741196, -8.710648934868532, -8.770463921209387, -8.847094873984123, -8.98251296858284]","[-9.03355201399866, -9.201355196020174, -9.545362693790873, -9.561345256751105, -9.617968670133637, -9.816191324209553, -9.838568154437839, -10.16977164512555, -10.183362414187785, -10.344032588337274, -10.418144761323076, -10.463303924554943]","[-10.908322318174571, -11.231872816796837, -11.30347827420518, -11.43386803948524, -11.56186314625883, -11.562192587402928, -11.773337377833778, -11.841760829015197, -11.883982543104816, -12.033316491068282, -12.090056989114451, -12.229149220266832]","[-12.267516031514882, -12.36491903523081, -12.829794173705002, -12.886880212914322, -12.984016259337576, -14.360647282895496, -14.57904417818843, -14.727061422786113, -15.065225994342017, -15.074430946268826, -15.22296567156328, -15.401482434988592]"
